lang,cid,sid,topic,metric_description,metric_code,page,file_stem,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts,pred_label,category_match,unit_match
korean,samsung_electronics,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,60,samsung_electronics_060,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,64,samsung_electronics_064,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,bh,Description of approach to identifying and addressing data security risks in products,Product Security,Description of approach to identifying and addressing data security risks in products,TC-SC-410a.1,97,bh_097,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,bh,Description of approach to identifying and addressing data security risks in products,Product Security,Description of approach to identifying and addressing data security risks in products,TC-SC-410a.1,120,bh_120,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,bh,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,107,bh_107,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,bh,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,77,bh_077,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,bh,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,78,bh_078,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,bh,Description of approach to identifying and addressing data security risks in products,Product Security,Description of approach to identifying and addressing data security risks in products,TC-SC-410a.1,99,bh_099,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,bh,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,82,bh_082,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,bh,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,108,bh_108,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,bh,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",Supply Chain Management,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",TC-SC-320a.2,115,bh_115,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
korean,bh,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",Supply Chain Management,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",TC-SC-320a.2,115,bh_115,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
